r_angstrom,pristine_rdf,Irr._Core_0-15A_rdf,Irr._Shell_15-30A_rdf,Irr._Outer_30-45A_rdf,Irr._Far_45-60A_rdf
2.2,0.01591507316122668,0.01224463979475602,0.017436549081752697,0.019214910106925283,0.019725241792347917
2.25,0.005689912152734473,0.008304720935404727,0.010753381248956776,0.010167109436515859,0.00880025438623706
2.3,0.0016817910649102649,0.005030698508725167,0.007732514409413061,0.005292018203957512,0.004032189450599501
2.35,0.00022041736381680645,0.004982991603147477,0.00493488655133869,0.003047986831430226,0.0019881616326041115
2.4000000000000004,7.113434365580223e-05,0.004037722626207863,0.004571500185103816,0.002055099535386582,0.0008884394061595947
2.45,4.271922215082176e-05,0.0034149367470854637,0.00421148621533968,0.001224285061448249,0.00034846650499448944
2.5,1.268875806599893e-05,0.00398279654357677,0.0035387929617687252,0.0011073276178833638,0.00019327139859145855
2.5500000000000003,0.0,0.0041079288840116706,0.0038821502912300466,0.0007781365353620671,9.782083090976452e-05
2.6,0.0,0.00443439942714488,0.0035120758501477746,0.0004876989395586494,1.8532250906682785e-05
2.65,0.0,0.005269836744317922,0.003113693728392663,0.0004175303867492066,1.1600077323378827e-05
2.7,0.0,0.00408143426180108,0.0027627437733408955,0.00025786598253619067,1.144832157968233e-05
2.75,0.0,0.005002862894473241,0.0027245228742134513,0.00021532182247191515,1.1354052453148275e-05
2.8000000000000003,0.0,0.005079597446663672,0.0030965611660048794,0.0003101392900515983,5.215128876913405e-06
2.85,0.0,0.005328534313336499,0.0031217024924673755,0.00023082759480811624,2.588219741186069e-05
2.9000000000000004,0.0,0.0063096536479094415,0.0037682060357646843,0.00038093757516093735,0.00010538492698981926
