site_type,distance_angstrom
FCC,0.462805
FCC,0.496978
FCC,0.641316
FCC,0.310652
FCC,0.594425
FCC,0.455257
FCC,0.440704
FCC,0.660113
FCC,0.2386
FCC,0.711902
FCC,0.625389
FCC,0.551936
FCC,0.58102
FCC,0.368363
FCC,0.276989
FCC,0.54486
FCC,0.415347
FCC,0.665351
FCC,0.502644
FCC,0.547346
FCC,0.690357
FCC,0.507152
FCC,0.630073
FCC,0.510572
FCC,0.521256
FCC,0.520652
FCC,0.711286
FCC,0.340364
FCC,0.557669
FCC,0.383653
FCC,0.616771
FCC,0.590119
FCC,0.707156
FCC,0.544504
FCC,0.63506
FCC,0.624725
FCC,0.64888
FCC,0.638895
FCC,0.612967
FCC,0.725107
FCC,0.773099
FCC,0.618625
FCC,0.711134
FCC,0.509952
FCC,0.451512
FCC,0.638293
FCC,0.478315
FCC,0.584665
FCC,0.602914
FCC,0.800401
FCC,0.57446
FCC,0.693789
FCC,0.53935
FCC,0.721135
FCC,0.681218
FCC,0.615581
FCC,0.599736
FCC,0.593403
FCC,0.477512
FCC,0.819534
FCC,0.768604
FCC,0.566129
FCC,0.580131
FCC,0.443639
FCC,0.7831
FCC,0.645523
FCC,0.675436
FCC,0.670793
FCC,0.732009
FCC,0.532899
FCC,0.780169
FCC,0.544702
FCC,0.696911
FCC,0.494767
FCC,0.778064
FCC,0.682167
FCC,0.668772
FCC,0.692551
FCC,0.721548
FCC,0.670091
FCC,0.636768
FCC,0.659673
FCC,0.490732
FCC,0.782937
FCC,0.618223
FCC,0.870083
FCC,0.802204
FCC,0.672946
FCC,0.681951
FCC,0.852691
FCC,0.675026
FCC,0.931076
FCC,0.633166
FCC,0.727114
FCC,0.587951
FCC,0.793385
FCC,0.453798
FCC,0.641793
FCC,0.587191
FCC,0.675887
FCC,0.69281
FCC,0.732541
FCC,0.544282
FCC,0.58641
FCC,0.660016
FCC,0.546851
FCC,0.489695
FCC,0.861698
FCC,0.737942
FCC,0.843638
FCC,0.667863
FCC,0.61995
FCC,0.831074
FCC,0.847629
FCC,0.991934
FCC,0.736472
FCC,0.608927
FCC,0.49309
FCC,0.617211
FCC,0.754691
FCC,0.540434
FCC,0.610597
FCC,0.571774
FCC,0.661321
FCC,0.485149
FCC,0.509196
FCC,0.63176
FCC,0.759953
FCC,0.863662
FCC,0.763468
FCC,0.658506
FCC,0.615385
FCC,0.559404
FCC,0.81285
FCC,0.632443
FCC,0.394562
FCC,0.364588
FCC,0.580654
FCC,0.395338
FCC,0.578546
FCC,0.715631
FCC,0.469644
FCC,0.739485
FCC,0.539791
FCC,0.386596
FCC,0.491043
FCC,0.692832
FCC,0.561193
FCC,0.568662
FCC,0.530151
FCC,0.580228
FCC,0.678371
FCC,0.625782
FCC,0.545503
FCC,0.64874
FCC,0.542723
FCC,0.498993
FCC,0.452453
FCC,0.542558
FCC,0.52968
FCC,0.411599
FCC,0.631382
FCC,0.525058
FCC,0.613449
FCC,0.468055
FCC,0.75049
FCC,0.378533
FCC,0.575964
FCC,0.544495
FCC,0.558736
FCC,0.634013
FCC,0.344641
FCC,0.525711
FCC,0.684949
FCC,0.608743
FCC,0.714041
FCC,0.433665
FCC,0.529495
FCC,0.639697
FCC,0.579959
FCC,0.625893
FCC,0.763637
FCC,0.609982
FCC,0.328265
FCC,0.417517
FCC,0.644829
FCC,0.372944
FCC,0.653986
FCC,0.507693
FCC,0.470601
FCC,0.725923
FCC,0.65566
FCC,0.524281
FCC,0.548344
FCC,0.73395
FCC,0.760771
FCC,0.762355
FCC,0.415954
FCC,0.643194
FCC,0.386483
FCC,0.581247
FCC,0.458621
FCC,0.685327
FCC,0.699955
FCC,0.737625
FCC,0.516956
FCC,0.54028
FCC,0.763441
FCC,0.441422
FCC,1.005982
FCC,0.536668
FCC,0.692618
FCC,0.547094
FCC,0.506157
FCC,0.543023
FCC,0.545888
FCC,0.889279
FCC,0.659661
FCC,0.56062
FCC,0.758397
FCC,0.465691
FCC,0.689637
FCC,0.624815
FCC,0.590448
FCC,0.44245
FCC,0.707852
FCC,0.257196
FCC,0.790767
FCC,0.494895
FCC,0.408641
FCC,0.73995
FCC,0.501665
FCC,0.952921
FCC,0.727834
FCC,0.439968
FCC,0.446709
FCC,0.642866
FCC,0.460924
FCC,0.696287
FCC,0.502269
FCC,0.525336
FCC,0.735948
FCC,0.433431
FCC,0.96602
FCC,0.582496
FCC,0.324202
FCC,0.447847
FCC,0.384404
FCC,0.387192
FCC,0.510356
FCC,0.359649
FCC,0.856707
FCC,0.574915
FCC,0.272246
FCC,0.575577
FCC,0.475624
FCC,0.405945
FCC,0.714001
FCC,0.158662
FCC,0.507624
FCC,0.582368
FCC,0.465319
FCC,0.551704
FCC,0.457662
FCC,0.39758
FCC,0.45511
FCC,0.394022
FCC,0.567909
FCC,0.398788
FCC,0.650494
FCC,0.402069
FCC,0.381233
FCC,0.559948
FCC,0.530134
FCC,0.788995
FCC,0.68073
FCC,0.626284
FCC,0.484582
FCC,0.659587
FCC,0.496596
FCC,0.894361
FCC,0.804159
FCC,0.895822
FCC,0.663742
FCC,0.598024
FCC,0.486732
FCC,0.428115
FCC,0.672806
FCC,0.493708
FCC,0.504838
FCC,0.68149
FCC,0.614289
FCC,0.478793
FCC,0.539332
FCC,0.68213
FCC,0.643022
FCC,0.568179
FCC,0.605291
FCC,0.665107
FCC,0.599639
FCC,0.629384
FCC,0.597077
FCC,0.568773
FCC,0.706484
FCC,0.608608
FCC,0.66657
FCC,0.612225
FCC,0.641281
FCC,0.625024
FCC,0.641289
FCC,0.604027
FCC,0.666693
FCC,0.56978
FCC,0.536612
FCC,0.579486
FCC,0.631982
FCC,0.496068
FCC,0.689362
FCC,0.520077
FCC,0.504399
FCC,0.609193
FCC,0.834585
FCC,0.461393
FCC,0.69448
FCC,0.414369
FCC,0.754998
FCC,0.539645
FCC,0.535137
FCC,0.759359
FCC,0.63602
FCC,0.818987
FCC,0.613683
FCC,0.591443
FCC,0.607105
FCC,0.748901
FCC,0.547552
FCC,0.619017
FCC,0.723168
FCC,0.438941
FCC,0.525699
FCC,0.668508
FCC,0.593045
FCC,0.702479
FCC,0.726211
FCC,0.643618
FCC,0.712629
FCC,0.686729
FCC,0.645781
FCC,0.673011
FCC,0.730006
FCC,0.707972
FCC,0.646516
FCC,0.764569
FCC,0.612238
FCC,0.607546
FCC,0.679264
FCC,0.873021
FCC,0.651474
FCC,0.783847
FCC,0.674776
FCC,0.483362
FCC,0.655735
FCC,0.608686
FCC,0.759489
FCC,0.613612
FCC,0.722306
FCC,0.55764
FCC,0.687776
FCC,0.859205
FCC,0.735094
FCC,0.628313
FCC,0.743227
FCC,0.680787
FCC,0.710154
FCC,0.629326
FCC,0.568472
FCC,0.597053
FCC,0.631893
FCC,0.534549
FCC,0.585682
FCC,0.69832
FCC,0.680743
FCC,0.336487
FCC,0.715457
FCC,0.715913
FCC,0.424619
FCC,0.67155
FCC,0.484262
FCC,0.757102
FCC,0.654749
FCC,0.512423
FCC,0.604746
FCC,0.470131
FCC,0.562386
FCC,0.681029
FCC,0.610643
FCC,0.417237
FCC,0.357811
FCC,0.419411
FCC,0.401932
FCC,0.408729
FCC,0.554186
FCC,0.698827
FCC,0.342667
FCC,0.518058
FCC,0.619274
FCC,0.453306
FCC,0.575911
FCC,0.525939
FCC,0.684086
FCC,0.726033
FCC,0.605236
FCC,0.474836
FCC,0.823399
FCC,0.584898
FCC,0.738793
FCC,0.404208
FCC,0.403876
FCC,0.703544
FCC,0.460231
FCC,0.580039
FCC,0.49821
FCC,0.712726
FCC,0.581732
FCC,0.45865
FCC,0.430664
FCC,0.517822
FCC,0.588496
FCC,0.713715
FCC,0.46561
FCC,0.800232
FCC,0.910172
FCC,0.449081
FCC,0.55513
FCC,0.797198
FCC,0.591637
FCC,0.50558
FCC,0.38373
FCC,0.640611
FCC,0.558752
FCC,0.66594
FCC,0.42688
FCC,0.697901
FCC,0.421033
FCC,0.653163
FCC,0.572314
FCC,0.519638
FCC,0.651626
FCC,0.490566
FCC,0.597547
FCC,0.526162
FCC,0.613175
FCC,0.560761
FCC,0.508623
FCC,0.675459
FCC,0.664318
FCC,0.712156
FCC,0.453754
FCC,0.573451
FCC,0.656958
FCC,0.655369
FCC,0.647627
FCC,0.62307
FCC,0.526848
FCC,0.378084
FCC,0.680756
FCC,0.495393
FCC,0.492581
FCC,0.380825
FCC,0.451678
FCC,0.729831
FCC,0.175452
FCC,0.83971
FCC,0.657898
FCC,0.528519
FCC,0.432507
FCC,0.816957
FCC,0.381718
FCC,0.725087
FCC,0.417425
FCC,0.546645
FCC,0.740614
FCC,0.651629
FCC,0.838768
FCC,0.662398
FCC,0.440941
FCC,0.718744
FCC,0.576088
FCC,0.54411
FCC,0.726354
FCC,0.352256
FCC,0.58647
FCC,0.528364
FCC,0.428303
FCC,0.590356
FCC,0.538257
FCC,0.448255
FCC,0.879423
FCC,0.562418
FCC,0.490389
FCC,0.726279
FCC,0.53032
FCC,0.662956
FCC,0.6247
FCC,0.685258
FCC,0.630825
FCC,0.389784
FCC,0.426155
FCC,0.475531
FCC,0.631607
FCC,0.429996
FCC,0.311197
FCC,0.580057
FCC,0.346343
FCC,0.401629
FCC,0.51
FCC,0.513516
FCC,0.532788
FCC,0.563393
FCC,0.357466
FCC,0.493938
FCC,0.533845
FCC,0.630311
FCC,0.270679
FCC,0.393469
FCC,0.537379
FCC,0.539618
FCC,0.447941
FCC,0.653559
FCC,0.46696
FCC,0.605522
FCC,0.653433
FCC,0.418848
FCC,0.640096
FCC,0.528691
FCC,0.516398
FCC,0.490456
FCC,0.54726
FCC,0.449717
FCC,0.599451
FCC,0.720029
FCC,0.561754
FCC,0.527561
FCC,0.725615
FCC,0.650746
FCC,0.670286
FCC,0.538999
FCC,0.467392
FCC,0.533939
FCC,0.554577
FCC,0.600777
FCC,0.550855
FCC,0.500647
FCC,0.438312
FCC,0.5217
FCC,0.489672
FCC,0.54519
FCC,0.678011
FCC,0.604659
FCC,0.706611
FCC,0.546713
FCC,0.686269
FCC,0.505408
FCC,0.579677
FCC,0.589675
FCC,0.691095
FCC,0.495625
FCC,0.66722
FCC,0.539532
FCC,0.571404
FCC,0.482533
FCC,0.558334
FCC,0.520217
FCC,0.499909
FCC,0.557011
FCC,0.639883
FCC,0.532402
FCC,0.738499
FCC,0.577984
FCC,0.465782
FCC,0.667368
FCC,0.53964
FCC,0.661199
FCC,0.630564
FCC,0.468357
FCC,0.410312
FCC,0.516427
FCC,0.588961
FCC,0.352241
FCC,0.511145
FCC,0.688653
FCC,0.579996
FCC,0.804972
FCC,0.407655
FCC,0.590915
FCC,0.71546
FCC,0.760766
FCC,0.582686
FCC,0.816611
FCC,0.514714
FCC,0.488733
FCC,0.749964
FCC,0.699523
FCC,0.480672
FCC,0.511059
FCC,0.345498
FCC,0.658582
FCC,0.422287
FCC,0.689938
FCC,0.71562
FCC,0.61496
FCC,0.62953
FCC,0.577416
FCC,1.013717
FCC,0.531544
FCC,0.624429
FCC,0.93188
FCC,0.620272
FCC,0.610717
FCC,0.737058
FCC,0.518721
FCC,0.52677
FCC,0.734914
FCC,0.537544
FCC,0.671499
FCC,0.592265
FCC,0.423861
FCC,0.769352
FCC,0.394571
FCC,0.397199
FCC,0.666465
FCC,0.4914
FCC,0.529716
FCC,0.479552
FCC,0.659718
FCC,0.758558
FCC,0.612264
FCC,0.69764
FCC,0.428872
FCC,0.735877
FCC,0.424505
FCC,0.35489
FCC,0.647628
FCC,0.546615
FCC,0.683131
FCC,0.558311
FCC,0.682223
FCC,0.557518
FCC,0.514546
FCC,0.73868
FCC,0.472353
FCC,0.565122
FCC,0.387392
FCC,0.665392
FCC,0.69073
FCC,0.531554
FCC,0.680396
FCC,0.704589
FCC,0.504715
FCC,0.553148
FCC,0.538903
FCC,0.498924
FCC,0.684633
FCC,0.613735
FCC,0.686626
FCC,0.625205
FCC,0.75698
FCC,0.540108
FCC,0.55279
FCC,0.681262
FCC,0.366986
FCC,0.689694
FCC,0.496013
FCC,0.659434
FCC,0.827692
FCC,0.738828
FCC,0.507457
FCC,0.558309
FCC,0.771914
FCC,0.733314
FCC,0.587054
FCC,0.509032
FCC,0.75639
FCC,0.419339
FCC,0.535267
FCC,0.541024
FCC,0.751758
FCC,0.581264
FCC,0.639536
FCC,0.612785
FCC,0.429421
FCC,0.823983
FCC,0.824678
FCC,0.848695
FCC,0.532264
FCC,0.563425
FCC,0.649463
FCC,0.418469
FCC,0.742641
FCC,0.591036
FCC,0.922421
FCC,0.44788
FCC,0.711709
FCC,0.687046
FCC,0.630936
FCC,0.689136
FCC,0.812323
FCC,0.390671
FCC,0.519611
FCC,0.803563
FCC,0.548275
FCC,0.667568
FCC,0.596277
FCC,0.57084
FCC,0.778438
FCC,0.430481
FCC,0.874474
FCC,0.739881
FCC,0.48323
FCC,0.415182
FCC,0.642331
FCC,0.347131
FCC,0.678933
FCC,0.5913
FCC,0.624881
FCC,0.731515
FCC,0.430136
FCC,0.745827
FCC,0.540729
FCC,0.75672
FCC,0.671591
FCC,0.437327
FCC,0.320521
FCC,0.714906
FCC,0.390778
FCC,0.69209
FCC,0.751611
FCC,0.39986
FCC,0.612916
FCC,0.458053
FCC,0.500802
FCC,0.627546
FCC,0.504075
FCC,0.818742
FCC,0.624267
FCC,0.70706
FCC,0.633882
FCC,0.462233
FCC,0.703914
FCC,0.66796
FCC,0.608554
FCC,0.474146
FCC,0.605129
FCC,0.391936
FCC,0.407776
FCC,0.513588
FCC,0.506335
FCC,0.663178
FCC,0.524315
FCC,0.58769
FCC,0.529822
FCC,0.415768
FCC,0.43775
FCC,0.619607
FCC,0.536887
FCC,0.617329
FCC,0.596895
FCC,0.606405
FCC,0.456901
FCC,0.481561
FCC,0.46473
FCC,0.465721
FCC,0.545067
FCC,0.363906
FCC,0.803365
FCC,0.646447
FCC,0.603203
FCC,0.432641
FCC,0.513748
FCC,0.577681
FCC,0.474536
FCC,0.432227
FCC,0.652944
FCC,0.463274
FCC,0.518904
FCC,0.448119
FCC,0.474061
FCC,0.511022
FCC,0.540785
FCC,0.623799
FCC,0.390108
FCC,0.59365
FCC,0.481695
FCC,0.527492
FCC,0.368272
FCC,0.613836
FCC,0.486069
FCC,0.782439
FCC,0.567922
FCC,0.745481
FCC,0.634999
FCC,0.525864
FCC,0.649691
FCC,0.553667
FCC,0.671937
FCC,0.511034
FCC,0.56376
FCC,0.40593
FCC,0.435721
FCC,0.316105
FCC,0.670349
FCC,0.414839
FCC,0.511694
FCC,0.59505
FCC,0.693403
FCC,0.578349
FCC,0.635234
FCC,0.282999
FCC,0.717706
FCC,0.548168
FCC,0.583244
FCC,0.4738
FCC,0.583702
FCC,0.544283
FCC,0.459448
FCC,0.582887
FCC,0.414834
FCC,0.489051
FCC,0.618493
FCC,0.385491
FCC,0.554319
FCC,0.446931
FCC,0.457176
FCC,0.534217
FCC,0.409143
FCC,0.63622
FCC,0.494727
FCC,0.703175
FCC,0.413923
FCC,0.595253
FCC,0.479048
FCC,0.524244
FCC,0.568161
FCC,0.549107
FCC,0.365498
FCC,0.389472
FCC,0.656475
FCC,0.589364
FCC,0.74015
FCC,0.548741
FCC,0.402818
FCC,0.439281
FCC,0.429087
FCC,0.557784
FCC,0.478415
FCC,0.853338
FCC,0.566739
FCC,0.595418
FCC,0.404135
FCC,0.573428
FCC,0.398269
FCC,0.587323
FCC,0.692868
FCC,0.32734
FCC,0.484877
FCC,0.603236
FCC,0.590153
FCC,0.530306
FCC,0.53585
FCC,0.41955
FCC,0.545444
FCC,0.548357
FCC,0.448245
FCC,0.584223
FCC,0.407644
FCC,0.758418
FCC,0.523484
FCC,0.577524
FCC,0.719466
FCC,0.476277
FCC,0.624041
FCC,0.683963
FCC,0.434835
FCC,0.42808
FCC,0.78905
FCC,0.387887
FCC,0.639706
FCC,0.701023
FCC,0.714686
FCC,0.514736
FCC,0.34605
FCC,0.587801
FCC,0.719452
FCC,0.815564
FCC,0.412478
FCC,0.520759
FCC,0.898948
FCC,0.534186
FCC,0.308232
FCC,0.742566
FCC,0.664466
FCC,0.668754
FCC,0.402437
FCC,0.53994
FCC,0.668411
FCC,0.537412
FCC,0.480732
FCC,0.692443
FCC,0.718262
FCC,0.30459
FCC,0.526663
FCC,0.757019
FCC,0.391532
FCC,0.632612
FCC,0.580535
FCC,0.567274
FCC,0.667178
FCC,0.758047
FCC,0.369598
FCC,0.49775
FCC,0.877147
FCC,0.847299
FCC,0.509855
FCC,0.514847
FCC,0.774898
FCC,0.63417
FCC,0.517938
FCC,0.59401
FCC,0.690266
FCC,0.518536
FCC,0.489083
FCC,0.620961
FCC,0.468864
FCC,0.703156
FCC,0.282062
FCC,0.471706
FCC,0.528006
FCC,0.36332
FCC,0.479951
FCC,0.305131
FCC,0.563211
FCC,0.439427
FCC,0.743472
FCC,0.523353
FCC,0.513456
FCC,0.654424
FCC,0.587226
FCC,0.579854
FCC,0.602899
FCC,0.407252
FCC,0.251999
FCC,0.528776
FCC,0.4284
FCC,0.809591
FCC,0.47967
FCC,0.488009
FCC,0.81483
FCC,0.555461
FCC,0.429532
FCC,0.552655
FCC,0.4791
FCC,0.37262
FCC,0.559582
FCC,0.260526
FCC,0.605105
FCC,0.489194
FCC,0.26336
FCC,0.790129
FCC,0.365766
FCC,0.776594
FCC,0.534264
FCC,0.25482
FCC,0.700352
FCC,0.450095
FCC,0.406012
FCC,0.691056
FCC,0.371319
FCC,0.763589
FCC,0.59501
FCC,0.233476
FCC,0.651719
FCC,0.435191
FCC,0.281381
FCC,0.596008
FCC,0.43601
FCC,0.660762
FCC,0.298338
FCC,0.589502
FCC,0.713146
FCC,0.562178
FCC,0.513547
FCC,0.45572
FCC,0.485615
FCC,0.459292
FCC,0.426704
FCC,0.297119
FCC,0.535806
FCC,0.308937
FCC,0.51058
FCC,0.522781
FCC,0.420545
FCC,0.449271
FCC,0.558467
FCC,0.569277
FCC,0.399382
FCC,0.498982
FCC,0.457015
FCC,0.745585
FCC,0.625071
FCC,0.775458
FCC,0.578196
FCC,0.652776
FCC,0.632122
FCC,0.610562
FCC,0.480762
FCC,0.61879
FCC,0.50466
FCC,0.387696
FCC,0.61908
FCC,0.498903
FCC,0.582206
FCC,0.450928
FCC,0.573167
FCC,0.344892
FCC,0.563734
FCC,0.502
FCC,0.434336
FCC,0.611147
FCC,0.366042
FCC,0.503204
FCC,0.588004
FCC,0.732769
FCC,0.557073
FCC,0.574966
FCC,0.490301
FCC,0.47878
FCC,0.560451
FCC,0.509212
FCC,0.555748
FCC,0.407663
FCC,0.455865
FCC,0.510159
FCC,0.462784
FCC,0.714644
FCC,0.567989
FCC,0.478293
FCC,0.481989
FCC,0.457165
FCC,0.509952
FCC,0.510641
FCC,0.534081
FCC,0.67596
FCC,0.556754
FCC,0.439738
FCC,0.496016
FCC,0.633404
FCC,0.624542
FCC,0.544426
FCC,0.718434
FCC,0.417145
FCC,0.535973
FCC,0.563448
FCC,0.538076
FCC,0.575208
FCC,0.564379
FCC,0.470748
FCC,0.352525
FCC,0.592713
FCC,0.529269
FCC,0.442156
FCC,0.487815
FCC,0.240412
FCC,0.409645
FCC,0.40804
FCC,0.401707
FCC,0.346204
FCC,0.29461
FCC,0.595971
FCC,0.630474
FCC,0.553726
FCC,0.401859
FCC,0.549684
FCC,0.519037
FCC,0.442252
FCC,0.489901
FCC,0.503737
FCC,0.539408
FCC,0.282572
FCC,0.404129
FCC,0.281193
FCC,0.599568
FCC,0.452219
FCC,0.647083
FCC,0.363589
FCC,0.379583
FCC,0.512731
FCC,0.407925
FCC,0.389551
FCC,0.259077
FCC,0.453017
FCC,0.447842
FCC,0.559255
FCC,0.652232
FCC,0.707435
FCC,0.639263
FCC,0.506537
FCC,0.456975
FCC,0.537654
FCC,0.46614
FCC,0.563919
FCC,0.648611
FCC,0.461167
FCC,0.602705
FCC,0.558482
FCC,0.436473
FCC,0.423873
FCC,0.366356
FCC,0.37877
FCC,0.562489
FCC,0.302131
FCC,0.585144
FCC,0.547781
FCC,0.586375
FCC,0.364501
FCC,0.597679
FCC,0.649647
FCC,0.565587
FCC,0.463524
FCC,0.549826
FCC,0.479634
FCC,0.65737
FCC,0.580755
FCC,0.673211
FCC,0.383036
FCC,0.409029
FCC,0.477802
FCC,0.376767
FCC,0.546855
FCC,0.575112
FCC,0.403372
FCC,0.634962
FCC,0.358023
FCC,0.615352
FCC,0.744195
FCC,0.581914
FCC,0.642675
FCC,0.614619
FCC,0.447133
FCC,0.736612
FCC,0.46793
FCC,0.58429
FCC,0.466979
FCC,0.586517
FCC,0.598293
FCC,0.463138
FCC,0.791498
FCC,0.254465
FCC,0.59963
FCC,0.496273
FCC,0.473093
FCC,0.748903
FCC,0.59491
FCC,0.559359
FCC,0.463732
FCC,0.714748
FCC,0.842134
FCC,0.663024
FCC,0.492644
FCC,0.645072
FCC,0.439732
FCC,0.662554
FCC,0.507025
FCC,0.71524
FCC,0.415762
FCC,0.465964
FCC,0.402401
FCC,0.459572
FCC,0.565368
FCC,0.540473
FCC,0.714158
FCC,0.447687
FCC,0.686103
FCC,0.562248
FCC,0.488007
FCC,0.837299
FCC,0.69549
FCC,0.771856
FCC,0.36218
FCC,0.502773
FCC,0.680388
FCC,0.577495
FCC,0.686377
FCC,0.449302
FCC,0.445047
FCC,0.391081
FCC,0.526952
FCC,0.403971
FCC,0.534962
FCC,0.358455
FCC,0.195913
FCC,0.57523
FCC,0.37922
FCC,0.982501
FCC,0.625218
FCC,0.545017
FCC,0.399251
FCC,0.575403
FCC,0.366322
FCC,0.651255
FCC,0.402311
FCC,0.293991
FCC,0.567888
FCC,0.206071
FCC,0.60772
FCC,0.554431
FCC,0.292798
FCC,0.44764
FCC,0.401002
FCC,0.421189
FCC,0.584251
FCC,0.177833
FCC,0.489415
FCC,0.552696
FCC,0.355606
FCC,0.614258
FCC,0.498779
FCC,0.459362
FCC,0.703059
FCC,0.226187
FCC,0.556021
FCC,0.507322
FCC,0.561358
FCC,0.539959
FCC,0.481138
FCC,0.523566
FCC,0.504897
FCC,0.488839
FCC,0.465927
FCC,0.413384
FCC,0.518955
FCC,0.481173
FCC,0.533949
FCC,0.596897
FCC,0.426279
FCC,0.547256
FCC,0.44869
FCC,0.493784
FCC,0.505175
FCC,0.52302
FCC,0.650646
FCC,0.523378
FCC,0.452719
FCC,0.543165
FCC,0.550141
FCC,0.48882
FCC,0.603176
FCC,0.430762
FCC,0.530112
FCC,0.405444
FCC,0.438921
FCC,0.503914
FCC,0.492707
FCC,0.476481
FCC,0.474852
FCC,0.715207
FCC,0.556269
FCC,0.388535
FCC,0.491255
FCC,0.61173
FCC,0.597322
FCC,0.673894
FCC,0.403604
FCC,0.453534
FCC,0.601073
FCC,0.591081
FCC,0.534582
FCC,0.598446
FCC,0.450105
FCC,0.462474
FCC,0.585784
FCC,0.43839
FCC,0.769964
FCC,0.463307
FCC,0.570285
FCC,0.538196
FCC,0.508374
FCC,0.559153
FCC,0.412015
FCC,0.547139
FCC,0.545761
FCC,0.446222
FCC,0.455858
FCC,0.62465
FCC,0.591423
FCC,0.553328
FCC,0.541743
FCC,0.492896
FCC,0.53933
FCC,0.477674
FCC,0.614301
FCC,0.595574
FCC,0.537833
FCC,0.379001
FCC,0.375936
FCC,0.442107
FCC,0.595063
FCC,0.376226
FCC,0.491213
FCC,0.451946
FCC,0.287141
FCC,0.597302
FCC,0.402569
FCC,0.38172
FCC,0.603342
FCC,0.411285
FCC,0.425899
FCC,0.520138
FCC,0.411512
FCC,0.752549
FCC,0.249903
FCC,0.552583
FCC,0.456877
FCC,0.432759
FCC,0.424529
FCC,0.450864
FCC,0.51798
FCC,0.446864
FCC,0.432462
FCC,0.615766
FCC,0.386175
FCC,0.538996
FCC,0.520396
FCC,0.405501
